wl,n,k
8.204,1.2549100,2.830000E-02
8.2562,1.2339000,3.560000E-02
8.3091,1.2182000,4.490000E-02
8.3628,1.2066800,5.220000E-02
8.4171,1.1957100,5.810000E-02
8.4721,1.1813200,6.320000E-02
8.5278,1.1625800,6.790000E-02
8.5843,1.1403900,7.410000E-02
8.6415,1.1139800,8.410000E-02
8.6995,1.0784000,1.020000E-01
8.7583,1.0370500,1.310000E-01
8.8179,0.9907700,1.750000E-01
8.8783,0.9424300,2.400000E-01
8.9395,0.9085000,3.370000E-01
9.0016,0.9169400,4.690000E-01
9.0645,0.9929600,6.020000E-01
9.1284,1.1258200,6.880000E-01
9.1931,1.2707000,7.050000E-01
9.2588,1.3867500,6.710000E-01
9.3254,1.4646000,6.160000E-01
9.393,1.5116500,5.620000E-01
9.4615,1.5374900,5.190000E-01
9.5311,1.5520700,4.910000E-01
9.6017,1.5687900,4.830000E-01
9.6733,1.6017700,4.910000E-01
9.7461,1.6699400,4.960000E-01
9.8199,1.7746800,4.530000E-01
9.8949,1.8512800,3.340000E-01
9.971,1.8387600,1.940000E-01
10.048,1.7734400,1.060000E-01
10.127,1.7099900,6.350000E-02
10.207,1.6602500,4.210000E-02
10.288,1.6189500,3.120000E-02
10.37,1.5834800,2.520000E-02
10.453,1.5534000,2.080000E-02
10.538,1.5265800,1.830000E-02
10.625,1.5013400,1.810000E-02
10.713,1.4766300,1.820000E-02
10.802,1.4509900,2.140000E-02
10.893,1.4298100,3.130000E-02
10.985,1.4156500,4.010000E-02
11.079,1.3972700,4.130000E-02
11.174,1.3663000,4.660000E-02
11.272,1.3295800,6.750000E-02
11.37,1.3010300,1.120000E-01
11.471,1.3030800,1.670000E-01
11.573,1.3258500,1.930000E-01
11.678,1.3319900,2.020000E-01
11.784,1.3321500,2.220000E-01
11.892,1.3329000,2.270000E-01
12.002,1.2857200,2.440000E-01
12.114,1.2313400,3.430000E-01
12.229,1.2532500,4.890000E-01
12.345,1.3713000,6.400000E-01
12.464,1.6046200,7.210000E-01
12.585,1.8635500,6.090000E-01
12.708,1.9626300,3.610000E-01
12.834,1.8941400,1.740000E-01
12.962,1.7965300,1.020000E-01
13.093,1.7346000,8.960000E-02
13.227,1.7123000,8.480000E-02
13.363,1.6955400,6.270000E-02
13.502,1.6648100,4.220000E-02
13.645,1.6353300,3.490000E-02
13.79,1.6127900,3.340000E-02
13.938,1.5911300,3.870000E-02
14.089,1.5765100,5.180000E-02
14.244,1.5765600,6.280000E-02
14.403,1.5815700,6.420000E-02
14.564,1.5854900,6.060000E-02
14.73,1.5845700,5.300000E-02
